src,dst,Packet_Size,Protocol,Encryption_Type,Packet_Delay(ms),Attack_label
Node_18,Node_17,1401,UDP,AES-192,11.07,Normal
Node_14,Node_16,1064,TCP,AES-128,9.44,Normal
Node_8,Node_11,130,UDP,AES-128,8.9,Normal
Node_6,Node_16,1222,UDP,AES-256,13.07,Normal
Node_19,Node_4,612,UDP,AES-256,13.79,Normal
Node_2,Node_16,1182,TCP,AES-192,7.35,Blackhole_Attack
Node_10,Node_2,985,UDP,AES-192,7.12,Normal
Node_3,Node_16,304,TCP,AES-128,8.62,Normal
Node_19,Node_12,1313,UDP,AES-128,0.1,Normal
Node_7,Node_8,185,UDP,AES-256,2.42,Normal
Node_18,Node_6,726,UDP,AES-192,16.83,Normal
Node_17,Node_4,341,UDP,AES-128,18.22,Normal
Node_5,Node_6,575,TCP,AES-256,8.75,Normal
Node_8,Node_14,1066,TCP,AES-256,12.88,Normal
Node_14,Node_13,989,TCP,AES-256,11.56,Normal
Node_3,Node_14,1119,UDP,AES-256,25.39,Normal
Node_12,Node_16,1063,UDP,AES-256,15.6,Blackhole_Attack
Node_15,Node_12,193,UDP,AES-128,9.36,Normal
Node_7,Node_17,613,UDP,AES-192,5.22,Normal
Node_19,Node_5,1223,UDP,AES-192,1.97,Normal
Node_2,Node_3,267,UDP,AES-128,11.02,Replay_Attack
Node_1,Node_15,478,TCP,AES-256,6.22,Normal
Node_9,Node_3,1404,UDP,AES-192,2.89,Blackhole_Attack
Node_6,Node_2,875,UDP,AES-256,6.77,Normal
Node_8,Node_15,1406,TCP,AES-256,4.59,Replay_Attack
Node_5,Node_20,527,UDP,AES-128,18.44,Drop_Attack
Node_14,Node_5,1042,TCP,AES-128,14.41,Normal
Node_4,Node_5,705,UDP,AES-192,9.96,Replay_Attack
Node_5,Node_3,1150,TCP,AES-256,17.4,Normal
Node_15,Node_12,500,TCP,AES-192,10.39,Normal
Node_15,Node_7,241,TCP,AES-128,5.69,Normal
Node_19,Node_13,783,UDP,AES-192,17.62,Normal
Node_8,Node_10,1384,TCP,AES-128,12.69,Normal
Node_20,Node_10,1478,TCP,AES-256,4.81,Normal
Node_7,Node_18,1306,TCP,AES-256,9.05,Normal
Node_2,Node_9,1077,UDP,AES-128,5.62,Normal
Node_20,Node_3,1145,TCP,AES-192,3.09,Normal
Node_5,Node_14,1228,UDP,AES-192,14.63,Normal
Node_6,Node_17,213,TCP,AES-256,19.55,Drop_Attack
Node_2,Node_14,1101,UDP,AES-256,3.01,Normal
Node_14,Node_15,887,TCP,AES-256,12.81,Normal
Node_20,Node_5,632,TCP,AES-192,6.75,Replay_Attack
Node_5,Node_19,733,UDP,AES-256,7.56,Normal
Node_3,Node_11,1494,UDP,AES-256,7.04,Normal
Node_8,Node_2,564,TCP,AES-192,5.68,Blackhole_Attack
Node_10,Node_6,308,TCP,AES-256,10.24,Replay_Attack
Node_12,Node_18,1123,UDP,AES-128,5.85,Normal
Node_9,Node_4,124,UDP,AES-192,11.35,Normal
Node_3,Node_10,1244,TCP,AES-192,9.75,Normal
Node_12,Node_2,1087,TCP,AES-192,8.81,Normal
Node_4,Node_20,1444,TCP,AES-128,5.46,Normal
Node_1,Node_3,89,TCP,AES-128,7.12,Normal
Node_13,Node_5,430,TCP,AES-256,13.78,Normal
Node_14,Node_8,723,TCP,AES-192,12.5,Normal
Node_11,Node_9,223,UDP,AES-128,5.11,Normal
Node_2,Node_7,521,TCP,AES-192,10.5,Drop_Attack
Node_10,Node_12,240,UDP,AES-128,13.76,Normal
Node_10,Node_20,686,TCP,AES-192,1.65,Normal
Node_16,Node_7,1183,TCP,AES-128,12.72,Drop_Attack
Node_18,Node_12,1366,TCP,AES-192,6.69,Blackhole_Attack
Node_10,Node_4,484,TCP,AES-192,12.85,Normal
Node_2,Node_6,637,TCP,AES-128,6.18,Normal
Node_17,Node_14,1499,UDP,AES-192,0.98,Normal
Node_3,Node_20,259,TCP,AES-256,1.86,Normal
Node_3,Node_20,1226,TCP,AES-192,10.24,Normal
Node_5,Node_9,661,UDP,AES-192,11.3,Normal
Node_13,Node_11,715,UDP,AES-192,5.48,Normal
Node_7,Node_5,1261,TCP,AES-128,13.19,Drop_Attack
Node_14,Node_4,1161,UDP,AES-128,1.69,Normal
Node_15,Node_9,309,TCP,AES-128,9.67,Normal
Node_10,Node_2,504,UDP,AES-128,3.94,Replay_Attack
Node_13,Node_18,164,UDP,AES-192,6.74,Normal
Node_6,Node_1,892,UDP,AES-256,10.24,Normal
Node_8,Node_4,1010,TCP,AES-128,5.7,Replay_Attack
Node_8,Node_5,469,UDP,AES-192,8.08,Normal
Node_3,Node_20,1264,UDP,AES-128,15.03,Replay_Attack
Node_15,Node_5,252,UDP,AES-128,7.12,Drop_Attack
Node_19,Node_14,872,UDP,AES-128,14.18,Normal
Node_14,Node_6,788,TCP,AES-128,4.35,Normal
Node_15,Node_5,134,TCP,AES-256,12.65,Normal
Node_14,Node_19,1045,TCP,AES-128,17.21,Normal
Node_5,Node_15,472,TCP,AES-256,0.1,Normal
Node_18,Node_1,847,UDP,AES-192,6.02,Normal
Node_16,Node_12,1222,UDP,AES-192,12.89,Normal
Node_1,Node_12,1286,TCP,AES-128,8.98,Normal
Node_9,Node_2,1030,UDP,AES-256,11.86,Normal
Node_6,Node_4,571,TCP,AES-192,6.98,Normal
Node_2,Node_9,1243,UDP,AES-192,10.43,Normal
Node_6,Node_7,548,UDP,AES-256,9.22,Normal
Node_19,Node_1,1498,UDP,AES-256,15.84,Normal
Node_19,Node_7,1072,UDP,AES-128,11.27,Normal
Node_3,Node_2,540,TCP,AES-128,11.69,Normal
Node_1,Node_12,1321,TCP,AES-128,7.94,Normal
Node_6,Node_12,185,TCP,AES-128,7.56,Normal
Node_5,Node_4,1141,UDP,AES-128,7.84,Normal
Node_13,Node_20,270,UDP,AES-192,11.97,Normal
Node_6,Node_15,1373,UDP,AES-256,7.9,Normal
Node_18,Node_12,521,TCP,AES-192,11.45,Normal
Node_10,Node_5,427,TCP,AES-256,20.38,Normal
Node_13,Node_20,130,TCP,AES-256,14.36,Normal
Node_20,Node_8,1373,TCP,AES-192,8.37,Blackhole_Attack
Node_12,Node_11,407,TCP,AES-256,16.01,Normal
Node_11,Node_16,87,UDP,AES-128,7.96,Normal
Node_3,Node_13,589,TCP,AES-256,0.1,Drop_Attack
Node_14,Node_6,911,UDP,AES-192,4.96,Normal
Node_13,Node_4,1045,TCP,AES-128,0.65,Normal
Node_2,Node_11,105,UDP,AES-192,8.24,Normal
Node_3,Node_12,412,UDP,AES-128,10.09,Normal
Node_18,Node_3,756,UDP,AES-256,18.38,Blackhole_Attack
Node_14,Node_6,173,TCP,AES-192,11.63,Normal
Node_7,Node_15,1491,UDP,AES-256,8.9,Normal
Node_8,Node_4,165,UDP,AES-256,14.15,Normal
Node_16,Node_5,175,UDP,AES-128,0.1,Normal
Node_10,Node_17,472,TCP,AES-128,11.18,Normal
Node_10,Node_3,1033,TCP,AES-192,13.85,Normal
Node_16,Node_17,1417,UDP,AES-128,2.61,Normal
Node_13,Node_6,823,UDP,AES-192,15.72,Normal
Node_2,Node_10,964,UDP,AES-192,11.69,Normal
Node_9,Node_20,190,TCP,AES-256,7.92,Normal
Node_3,Node_13,1172,UDP,AES-256,13.16,Normal
Node_2,Node_14,1134,UDP,AES-256,21.35,Normal
Node_16,Node_20,546,UDP,AES-192,10.91,Blackhole_Attack
Node_19,Node_17,1234,TCP,AES-128,11.24,Normal
Node_15,Node_6,406,TCP,AES-128,7.7,Drop_Attack
Node_14,Node_7,1348,TCP,AES-256,5.75,Normal
Node_3,Node_4,858,UDP,AES-256,14.15,Normal
Node_9,Node_18,1002,TCP,AES-256,5.72,Normal
Node_17,Node_14,294,UDP,AES-128,10.36,Blackhole_Attack
Node_4,Node_5,1216,TCP,AES-192,7.61,Normal
Node_12,Node_15,604,UDP,AES-256,12.39,Normal
Node_20,Node_16,140,TCP,AES-192,11.67,Normal
Node_20,Node_13,143,UDP,AES-192,15.19,Normal
Node_2,Node_17,614,UDP,AES-128,7.45,Normal
Node_10,Node_11,638,UDP,AES-256,8.65,Normal
Node_8,Node_5,679,UDP,AES-192,5.11,Normal
Node_14,Node_3,448,UDP,AES-128,7.78,Normal
Node_14,Node_17,1121,UDP,AES-128,11.89,Normal
Node_6,Node_3,701,UDP,AES-128,13.78,Normal
Node_17,Node_20,123,TCP,AES-128,5.39,Normal
Node_7,Node_2,574,TCP,AES-192,14.35,Drop_Attack
Node_9,Node_13,1014,UDP,AES-256,16.78,Normal
Node_1,Node_9,826,UDP,AES-256,12.07,Normal
Node_16,Node_20,1193,UDP,AES-192,19.38,Normal
Node_9,Node_3,647,TCP,AES-192,6.13,Blackhole_Attack
Node_7,Node_9,1389,TCP,AES-256,3.78,Normal
Node_14,Node_18,105,TCP,AES-192,1.11,Normal
Node_6,Node_1,522,UDP,AES-256,17.48,Normal
Node_10,Node_9,931,UDP,AES-192,13.27,Normal
Node_7,Node_16,682,UDP,AES-256,9.72,Blackhole_Attack
Node_12,Node_19,1389,UDP,AES-192,11.4,Normal
Node_16,Node_3,752,UDP,AES-256,4.37,Normal
Node_9,Node_10,1407,UDP,AES-128,22.23,Replay_Attack
Node_20,Node_13,1416,UDP,AES-256,10.65,Replay_Attack
Node_10,Node_9,921,UDP,AES-192,10.55,Normal
Node_19,Node_20,452,UDP,AES-256,13.63,Normal
Node_18,Node_16,1439,UDP,AES-256,12.41,Normal
Node_6,Node_19,434,UDP,AES-128,11.12,Normal
Node_9,Node_19,438,UDP,AES-256,6.05,Drop_Attack
Node_10,Node_15,742,UDP,AES-192,12.36,Normal
Node_15,Node_4,1027,TCP,AES-256,19.41,Normal
Node_20,Node_3,1031,TCP,AES-256,16.73,Blackhole_Attack
Node_10,Node_15,174,TCP,AES-128,17.97,Normal
Node_11,Node_15,1230,UDP,AES-128,7.44,Normal
Node_6,Node_3,1062,UDP,AES-256,5.05,Normal
Node_11,Node_2,73,UDP,AES-192,9.37,Normal
Node_6,Node_20,388,UDP,AES-128,10.28,Drop_Attack
Node_13,Node_15,1041,UDP,AES-128,15.47,Replay_Attack
Node_1,Node_12,1151,TCP,AES-128,1.54,Normal
Node_8,Node_9,1484,UDP,AES-192,17.65,Drop_Attack
Node_10,Node_6,197,TCP,AES-192,9.21,Normal
Node_15,Node_18,1285,UDP,AES-192,7.87,Normal
Node_5,Node_12,1067,UDP,AES-128,4.94,Normal
Node_13,Node_1,531,TCP,AES-256,1.73,Normal
Node_7,Node_1,1271,TCP,AES-128,14.12,Normal
Node_2,Node_14,1375,UDP,AES-256,10.37,Normal
Node_20,Node_2,1419,TCP,AES-256,3.55,Normal
Node_2,Node_5,917,UDP,AES-192,3.52,Drop_Attack
Node_5,Node_8,1487,TCP,AES-192,8.32,Normal
Node_4,Node_18,616,TCP,AES-192,18.35,Normal
Node_4,Node_18,1329,TCP,AES-192,8.7,Replay_Attack
Node_20,Node_7,602,TCP,AES-192,2.48,Normal
Node_10,Node_6,144,UDP,AES-128,8.77,Normal
Node_16,Node_11,544,TCP,AES-128,8.64,Normal
Node_4,Node_20,1434,UDP,AES-128,0.1,Normal
Node_17,Node_3,271,UDP,AES-256,9.73,Normal
Node_10,Node_9,1014,TCP,AES-128,8.85,Normal
Node_2,Node_11,801,UDP,AES-192,13.48,Normal
Node_4,Node_2,83,TCP,AES-256,19.24,Normal
Node_11,Node_13,960,UDP,AES-256,15.63,Drop_Attack
Node_13,Node_14,998,UDP,AES-192,8.66,Normal
Node_16,Node_14,1392,TCP,AES-128,4.47,Blackhole_Attack
Node_6,Node_4,916,UDP,AES-256,22.87,Normal
Node_6,Node_14,798,TCP,AES-256,10.3,Normal
Node_5,Node_17,1063,TCP,AES-192,10.07,Normal
Node_3,Node_10,1405,UDP,AES-128,9.88,Normal
Node_17,Node_20,1221,TCP,AES-256,10.99,Normal
Node_17,Node_18,1473,TCP,AES-192,9.28,Normal
Node_8,Node_17,772,UDP,AES-128,7.13,Normal
Node_18,Node_2,87,TCP,AES-256,7.27,Normal
Node_16,Node_6,217,UDP,AES-192,9.84,Normal
Node_9,Node_2,1102,TCP,AES-256,7.28,Normal
Node_13,Node_8,225,UDP,AES-192,6.44,Normal
Node_15,Node_3,1084,UDP,AES-192,10.53,Drop_Attack
Node_1,Node_5,890,UDP,AES-128,8.73,Normal
Node_1,Node_4,1301,UDP,AES-256,17.52,Normal
Node_15,Node_11,808,TCP,AES-128,0.1,Normal
Node_11,Node_19,1333,UDP,AES-256,15.46,Normal
Node_15,Node_4,263,TCP,AES-128,16.23,Normal
Node_10,Node_19,1133,UDP,AES-256,0.1,Replay_Attack
Node_14,Node_4,584,TCP,AES-128,8.29,Drop_Attack
Node_7,Node_12,284,UDP,AES-128,8.14,Normal
Node_19,Node_4,986,UDP,AES-256,2.96,Normal
Node_17,Node_5,1085,TCP,AES-256,6.11,Normal
Node_18,Node_14,1262,UDP,AES-256,4.45,Normal
Node_6,Node_20,419,TCP,AES-128,18.76,Normal
Node_20,Node_11,1096,UDP,AES-192,14.68,Normal
Node_8,Node_10,878,UDP,AES-192,16.36,Normal
Node_5,Node_6,909,UDP,AES-256,13.61,Normal
Node_11,Node_19,1359,TCP,AES-128,4.35,Normal
Node_10,Node_13,1441,TCP,AES-256,7.38,Normal
Node_6,Node_18,1175,UDP,AES-256,12.45,Drop_Attack
Node_19,Node_20,1430,UDP,AES-256,3.89,Normal
Node_18,Node_10,929,TCP,AES-256,13.56,Drop_Attack
Node_2,Node_8,610,TCP,AES-192,8.8,Normal
Node_5,Node_2,1478,UDP,AES-128,8.13,Normal
Node_2,Node_13,990,TCP,AES-256,13.55,Normal
Node_18,Node_8,1389,UDP,AES-128,12.22,Normal
Node_10,Node_2,845,UDP,AES-192,8.2,Normal
Node_11,Node_19,174,TCP,AES-256,15.8,Normal
Node_20,Node_15,525,UDP,AES-256,4.59,Normal
Node_20,Node_7,460,UDP,AES-192,13.08,Normal
Node_3,Node_7,419,TCP,AES-192,12.97,Drop_Attack
Node_5,Node_7,1260,UDP,AES-128,8.45,Normal
Node_5,Node_2,378,UDP,AES-256,11.63,Blackhole_Attack
Node_10,Node_17,1236,UDP,AES-128,3.74,Normal
Node_11,Node_18,514,TCP,AES-256,14.62,Blackhole_Attack
Node_18,Node_19,890,TCP,AES-192,9.08,Normal
Node_7,Node_12,742,UDP,AES-192,7.39,Normal
Node_20,Node_17,1036,TCP,AES-128,15.25,Normal
Node_15,Node_8,1379,TCP,AES-128,6.48,Normal
Node_11,Node_14,296,UDP,AES-192,2.96,Normal
Node_10,Node_1,1122,UDP,AES-256,2.22,Normal
Node_15,Node_17,153,UDP,AES-256,13.03,Normal
Node_17,Node_3,260,TCP,AES-256,3.6,Normal
Node_3,Node_8,1436,TCP,AES-256,18.77,Normal
Node_4,Node_8,1165,UDP,AES-256,0.1,Normal
Node_3,Node_6,112,UDP,AES-256,18.48,Normal
Node_3,Node_4,175,TCP,AES-192,11.06,Normal
Node_19,Node_8,593,UDP,AES-192,9.52,Normal
Node_13,Node_15,711,TCP,AES-192,7.28,Normal
Node_18,Node_1,1377,TCP,AES-256,12,Normal
Node_3,Node_13,1093,TCP,AES-192,9.81,Normal
Node_10,Node_3,640,UDP,AES-192,15.52,Normal
Node_1,Node_17,384,TCP,AES-128,10.57,Normal
Node_18,Node_10,1362,TCP,AES-192,10.75,Normal
Node_12,Node_1,1197,TCP,AES-128,8.18,Blackhole_Attack
Node_18,Node_19,238,UDP,AES-128,9.72,Normal
Node_12,Node_7,909,TCP,AES-128,11.54,Normal
Node_20,Node_9,461,TCP,AES-128,1.45,Normal
Node_19,Node_2,1188,UDP,AES-256,3.26,Normal
Node_10,Node_3,577,TCP,AES-128,13.72,Normal
Node_16,Node_11,795,TCP,AES-256,10.85,Normal
Node_4,Node_11,1332,TCP,AES-128,9.08,Normal
Node_15,Node_11,1326,UDP,AES-256,10.09,Normal
Node_19,Node_20,810,UDP,AES-192,11.74,Normal
Node_11,Node_8,517,UDP,AES-192,7.3,Normal
Node_5,Node_12,1046,UDP,AES-192,6.11,Normal
Node_10,Node_17,1193,TCP,AES-128,10.98,Normal
Node_3,Node_10,350,TCP,AES-192,5.11,Normal
Node_3,Node_4,102,TCP,AES-256,12.04,Normal
Node_19,Node_7,139,UDP,AES-256,1.49,Normal
Node_18,Node_16,1403,TCP,AES-192,15.15,Normal
Node_19,Node_10,338,UDP,AES-256,12.36,Normal
Node_13,Node_12,1092,TCP,AES-256,11.28,Normal
Node_20,Node_6,1116,TCP,AES-192,14.91,Normal
Node_19,Node_20,1414,TCP,AES-256,18.33,Normal
Node_12,Node_2,512,UDP,AES-128,15.07,Drop_Attack
Node_7,Node_18,803,UDP,AES-192,0.8,Normal
Node_2,Node_3,1392,UDP,AES-128,3.6,Normal
Node_17,Node_9,603,TCP,AES-192,6.88,Normal
Node_12,Node_20,1402,TCP,AES-256,10.13,Normal
Node_8,Node_18,895,UDP,AES-192,12.59,Normal
Node_16,Node_1,1091,TCP,AES-192,6.37,Normal
Node_3,Node_18,1381,UDP,AES-128,10.93,Normal
Node_6,Node_13,1296,TCP,AES-256,6.22,Normal
Node_11,Node_4,1050,UDP,AES-192,6.94,Normal
Node_6,Node_15,109,TCP,AES-128,2.97,Blackhole_Attack
Node_17,Node_2,1236,TCP,AES-128,5.38,Normal
Node_6,Node_18,894,TCP,AES-256,3.24,Normal
Node_10,Node_3,507,UDP,AES-256,5.12,Normal
Node_16,Node_6,513,UDP,AES-256,15.27,Blackhole_Attack
Node_6,Node_18,605,TCP,AES-256,5.25,Normal
Node_15,Node_20,204,TCP,AES-192,23.16,Normal
Node_4,Node_1,478,UDP,AES-128,12.47,Normal
Node_6,Node_17,1323,TCP,AES-256,10.92,Normal
Node_4,Node_3,1051,TCP,AES-256,5.71,Normal
Node_1,Node_15,1133,UDP,AES-192,13.5,Normal
Node_17,Node_14,533,UDP,AES-192,7.12,Normal
Node_19,Node_4,935,TCP,AES-192,10.61,Normal
Node_8,Node_3,644,UDP,AES-192,22.8,Normal
Node_1,Node_20,1134,TCP,AES-256,9.52,Blackhole_Attack
Node_11,Node_15,805,TCP,AES-128,15.75,Normal
Node_19,Node_9,599,UDP,AES-256,6.48,Normal
Node_9,Node_14,481,UDP,AES-256,9.83,Normal
Node_16,Node_6,822,UDP,AES-192,18.85,Normal
Node_19,Node_12,879,TCP,AES-256,6.87,Replay_Attack
Node_6,Node_4,503,UDP,AES-192,19.06,Normal
Node_20,Node_2,393,UDP,AES-256,13.54,Replay_Attack
Node_16,Node_14,244,TCP,AES-192,7.19,Normal
Node_3,Node_2,851,UDP,AES-256,13.16,Normal
Node_10,Node_2,422,UDP,AES-192,14.86,Blackhole_Attack
Node_17,Node_10,462,TCP,AES-256,13.11,Normal
Node_8,Node_6,1444,TCP,AES-192,2.15,Normal
Node_1,Node_7,241,UDP,AES-192,6.36,Normal
Node_13,Node_14,1264,TCP,AES-256,8.76,Blackhole_Attack
Node_3,Node_19,646,UDP,AES-192,9.63,Normal
Node_9,Node_8,1305,TCP,AES-192,13.1,Normal
Node_19,Node_1,598,TCP,AES-192,10.89,Normal
Node_18,Node_3,1094,UDP,AES-192,3.32,Normal
Node_17,Node_9,1165,UDP,AES-256,11.9,Normal
Node_13,Node_20,1054,TCP,AES-192,13.05,Normal
Node_15,Node_16,1265,TCP,AES-192,12.8,Replay_Attack
Node_8,Node_9,710,UDP,AES-192,15.4,Normal
Node_1,Node_10,572,UDP,AES-128,14.17,Normal
Node_11,Node_3,1199,TCP,AES-192,12.3,Normal
Node_7,Node_20,615,TCP,AES-256,9.65,Normal
Node_7,Node_17,472,TCP,AES-256,1.7,Normal
Node_9,Node_7,533,TCP,AES-128,12.15,Normal
Node_12,Node_5,282,TCP,AES-128,11.04,Normal
Node_16,Node_1,1172,TCP,AES-192,11.36,Normal
Node_11,Node_17,1240,UDP,AES-192,3.62,Normal
Node_17,Node_9,878,TCP,AES-256,4.59,Blackhole_Attack
Node_16,Node_19,130,UDP,AES-192,15.27,Normal
Node_6,Node_16,310,UDP,AES-192,9.8,Normal
Node_1,Node_8,841,TCP,AES-192,13.41,Normal
Node_9,Node_6,1187,UDP,AES-128,10.14,Normal
Node_20,Node_11,813,TCP,AES-192,10.15,Normal
Node_14,Node_12,811,UDP,AES-192,14.69,Normal
Node_19,Node_5,1243,TCP,AES-128,7.42,Normal
Node_8,Node_19,949,UDP,AES-128,10.48,Blackhole_Attack
Node_1,Node_7,927,UDP,AES-128,7.69,Normal
Node_17,Node_19,710,UDP,AES-192,7.83,Normal
Node_19,Node_2,879,TCP,AES-256,8.45,Normal
Node_7,Node_10,1039,TCP,AES-192,11.11,Normal
Node_9,Node_13,801,UDP,AES-192,7.61,Replay_Attack
Node_20,Node_7,1245,TCP,AES-192,16.28,Normal
Node_17,Node_16,979,TCP,AES-192,5.53,Normal
Node_15,Node_5,407,UDP,AES-192,9.07,Normal
Node_19,Node_13,210,TCP,AES-128,7.8,Normal
Node_11,Node_12,1401,UDP,AES-256,17.23,Normal
Node_13,Node_9,975,UDP,AES-256,10.98,Normal
Node_15,Node_14,406,TCP,AES-128,15.16,Replay_Attack
Node_3,Node_8,405,UDP,AES-128,2.57,Drop_Attack
Node_1,Node_14,1137,TCP,AES-128,11.34,Normal
Node_5,Node_3,1405,UDP,AES-192,14.45,Normal
Node_10,Node_16,1347,TCP,AES-128,10.41,Normal
Node_6,Node_1,135,UDP,AES-192,15.33,Normal
Node_15,Node_19,621,UDP,AES-128,7.41,Normal
Node_18,Node_6,1274,UDP,AES-256,17.05,Normal
Node_19,Node_14,1136,UDP,AES-192,21.49,Normal
Node_8,Node_3,968,UDP,AES-192,8.19,Normal
Node_5,Node_11,85,TCP,AES-256,7.77,Normal
Node_5,Node_13,651,UDP,AES-256,17.27,Drop_Attack
Node_16,Node_10,82,UDP,AES-192,17.9,Normal
Node_1,Node_19,829,TCP,AES-192,7.39,Normal
Node_14,Node_13,575,TCP,AES-256,7.9,Normal
Node_13,Node_14,515,UDP,AES-128,8.59,Normal
Node_8,Node_18,1319,UDP,AES-192,3.28,Normal
Node_18,Node_9,909,TCP,AES-128,5.41,Normal
Node_10,Node_4,1368,UDP,AES-256,4.98,Normal
Node_20,Node_16,448,UDP,AES-128,6.16,Normal
Node_18,Node_1,444,TCP,AES-192,9.83,Normal
Node_15,Node_1,540,TCP,AES-128,11.17,Replay_Attack
Node_10,Node_17,824,UDP,AES-256,17.75,Normal
Node_11,Node_3,363,TCP,AES-192,5.01,Normal
Node_3,Node_19,1026,TCP,AES-128,14.92,Normal
Node_9,Node_14,89,TCP,AES-256,8.93,Normal
Node_15,Node_8,132,TCP,AES-192,9.75,Normal
Node_4,Node_18,1427,TCP,AES-192,13.37,Normal
Node_10,Node_12,388,TCP,AES-256,4.39,Normal
Node_17,Node_4,582,UDP,AES-256,11.91,Normal
Node_12,Node_2,1429,TCP,AES-128,10.83,Normal
Node_14,Node_11,94,TCP,AES-192,12.46,Normal
Node_13,Node_8,82,TCP,AES-256,11.45,Normal
Node_16,Node_5,824,TCP,AES-128,22.28,Normal
Node_3,Node_12,1344,TCP,AES-128,6.81,Normal
Node_5,Node_19,283,TCP,AES-192,7.35,Normal
Node_18,Node_12,962,TCP,AES-128,6.88,Normal
Node_12,Node_5,577,TCP,AES-192,7.22,Normal
Node_18,Node_10,1175,UDP,AES-128,6.81,Normal
Node_18,Node_12,726,UDP,AES-192,15.95,Normal
Node_20,Node_18,392,TCP,AES-256,17.1,Normal
Node_10,Node_9,1173,UDP,AES-192,7.15,Blackhole_Attack
Node_6,Node_1,1333,UDP,AES-256,5.84,Normal
Node_3,Node_19,857,TCP,AES-256,12.36,Normal
Node_18,Node_5,1319,UDP,AES-192,7.24,Normal
Node_11,Node_4,261,TCP,AES-128,13.16,Normal
Node_5,Node_7,128,TCP,AES-128,11.01,Normal
Node_4,Node_2,1233,UDP,AES-256,2.42,Normal
Node_20,Node_19,588,TCP,AES-192,17.74,Normal
Node_3,Node_1,491,UDP,AES-128,18.98,Normal
Node_2,Node_13,1206,UDP,AES-192,6.94,Normal
Node_2,Node_10,1147,TCP,AES-256,8.06,Drop_Attack
Node_7,Node_18,262,TCP,AES-256,11.43,Normal
Node_13,Node_7,459,TCP,AES-256,11.67,Normal
Node_6,Node_19,1207,UDP,AES-256,13.29,Blackhole_Attack
Node_15,Node_14,277,TCP,AES-128,20.05,Normal
Node_17,Node_11,1410,TCP,AES-256,9.12,Normal
Node_15,Node_12,709,UDP,AES-192,6.01,Normal
Node_14,Node_11,1310,TCP,AES-256,3.1,Normal
Node_13,Node_19,584,UDP,AES-192,6.35,Normal
Node_13,Node_1,134,UDP,AES-256,9.83,Replay_Attack
Node_10,Node_1,679,TCP,AES-128,18.97,Normal
Node_1,Node_10,1197,TCP,AES-128,7.41,Drop_Attack
Node_9,Node_13,1256,TCP,AES-128,11.12,Normal
Node_10,Node_3,1232,UDP,AES-256,9.92,Normal
Node_3,Node_12,1052,TCP,AES-192,15.94,Normal
Node_19,Node_4,1283,UDP,AES-128,22.63,Normal
Node_19,Node_13,224,TCP,AES-192,7.35,Normal
Node_14,Node_15,310,TCP,AES-256,7.55,Normal
Node_20,Node_1,1362,UDP,AES-128,15.22,Normal
Node_2,Node_12,1169,TCP,AES-192,13.41,Normal
Node_8,Node_5,167,UDP,AES-192,19.23,Normal
Node_19,Node_17,248,TCP,AES-192,12.92,Normal
Node_13,Node_5,334,UDP,AES-128,8.2,Normal
Node_2,Node_19,881,UDP,AES-128,12.95,Normal
Node_14,Node_5,340,UDP,AES-256,15.54,Normal
Node_13,Node_20,465,TCP,AES-128,14.1,Drop_Attack
Node_19,Node_3,294,UDP,AES-192,12.54,Normal
Node_7,Node_12,769,TCP,AES-192,15.33,Normal
Node_12,Node_16,1340,TCP,AES-192,15.85,Replay_Attack
Node_12,Node_5,239,TCP,AES-256,16.91,Blackhole_Attack
Node_10,Node_1,767,TCP,AES-192,13.24,Normal
Node_1,Node_12,492,TCP,AES-128,9.16,Normal
Node_9,Node_19,1053,TCP,AES-256,10.73,Normal
Node_1,Node_14,1257,TCP,AES-192,16.03,Normal
Node_10,Node_7,1490,UDP,AES-128,5.92,Normal
Node_1,Node_4,859,UDP,AES-256,11.84,Normal
Node_12,Node_4,103,UDP,AES-256,8.03,Normal
Node_13,Node_18,267,UDP,AES-192,10.14,Normal
Node_18,Node_3,445,TCP,AES-256,16.39,Normal
Node_18,Node_1,145,TCP,AES-256,10.96,Normal
Node_16,Node_13,385,TCP,AES-192,10.23,Normal
Node_12,Node_10,547,UDP,AES-128,3.2,Normal
Node_13,Node_1,1200,UDP,AES-128,13.73,Normal
Node_13,Node_5,243,UDP,AES-256,13.23,Normal
Node_20,Node_8,918,TCP,AES-256,20.82,Normal
Node_10,Node_12,983,TCP,AES-128,8.46,Normal
Node_19,Node_18,1464,TCP,AES-128,11.1,Normal
Node_17,Node_5,944,TCP,AES-256,11.25,Normal
Node_6,Node_12,202,TCP,AES-128,17.89,Normal
Node_5,Node_1,716,UDP,AES-192,9.52,Normal
Node_9,Node_5,448,TCP,AES-128,11.4,Normal
Node_20,Node_9,1304,TCP,AES-256,13.04,Normal
Node_1,Node_13,226,UDP,AES-128,10.93,Normal
Node_20,Node_16,1394,UDP,AES-128,7.77,Normal
Node_16,Node_17,345,TCP,AES-128,10.97,Normal
Node_14,Node_1,616,UDP,AES-128,15.37,Normal
Node_7,Node_8,199,TCP,AES-192,4.87,Normal
Node_16,Node_11,1001,TCP,AES-192,10.66,Normal
Node_2,Node_14,704,UDP,AES-256,6.5,Normal
Node_19,Node_18,1139,TCP,AES-256,15.98,Drop_Attack
Node_2,Node_9,1126,UDP,AES-256,2.38,Drop_Attack
